time,KD,K,D,Bias,MACD,DIF,OSC,MFI,highPrice,increasePercent
090540,10.090775138851647,34.52304706719467,24.43227192834302,-0.3928170594837079,,,,22.78418825627007,71.3,0.004225352112676016
090550,21.277617410968944,56.348698044796436,35.07108063382749,-0.09354536950416438,,,,30.835986246100305,71.3,0.001404494382022392
090600,18.329812041802505,62.565798696531246,44.23598665472874,-0.07485029940116943,,,,30.27928798395753,71.3,0.001404494382022392
090610,3.871919428638975,50.0438657976872,46.17194636904822,-0.33222591362123965,,,,28.813985081588427,71.2,0.0028169014084507443
090620,2.571531664050653,50.0292438651242,47.45771220107355,-0.16849199663014652,,,,30.13893133574568,71.2,0.0014064697609002606
090630,1.7078558060057745,50.019495910082206,48.31164010407643,-0.145124291933886,-5.680920942880956,-3.429760671541942,2.251160271339014,31.095919147785253,71.2,0.0014064697609002606
090640,-9.976872998236644,33.346330606721466,43.32320360495811,-0.26222138977336684,-5.184733923605657,-3.199985846504461,1.9847480771011963,29.711903355962335,71.1,0.001408450704225272
090650,-6.654136948466586,33.34199818225822,39.99613513072481,-0.10303484451105896,-4.752279409499149,-3.022461353073112,1.729818056426037,29.576043016159744,71.1,0.0
090700,-11.84542422836844,22.227998788172147,34.07342301654059,-0.22017145266313715,-4.381192645856123,-2.89684559128402,1.484347054572103,27.662690774687675,71.1,0.001408450704225272
090710,-12.836504771839435,14.818665858781431,27.655170630620866,-0.201471208358709,-4.067176628799136,-2.811112560571189,1.2560640682279471,26.250876136242965,71.1,0.001408450704225272
090720,-11.85070670539994,9.879110572520954,21.729817277920894,-0.18276395332487175,-3.8043671636253955,-2.7531293029304322,1.0512378606949633,24.09945907562141,71.1,0.001408450704225272
090730,-10.095829041937948,6.586073715013969,16.681902756951917,-0.16404968361845798,-3.587449511722294,-2.719778904109887,0.867670607612407,23.246249657279378,71.1,0.001408450704225272
090740,-8.194124631295068,4.390715810009312,12.584840441304381,-0.2812939521800122,-3.412976044208267,-2.7150821741521582,0.6978938700561086,22.89142995261004,71.0,0.001410437235542938
090750,-6.438464378643226,2.927143873339541,9.365608251982767,-0.25791324736223625,-3.275173875530316,-2.723965200818512,0.5512086747118041,20.459881732173173,71.0,0.001410437235542938
090800,-4.942786002059826,1.9514292488930274,6.894215250952853,-0.23452157598497728,-3.168816381798691,-2.7433864068721903,0.4254299749265007,20.459881732173173,71.0,0.001410437235542938
090810,-3.728841612238334,1.3009528325953514,5.029794444833685,-0.21580033777444546,-3.089221644837405,-2.7708426969922613,0.31837894784514376,20.459881732173173,71.0,0.001410437235542938
090820,-2.774995037624523,0.8673018883969009,3.642296926021424,-0.3331612782131464,-3.034028465405086,-2.813255747675811,0.22077271772927531,20.26152998372264,71.0,0.002824858757062187
090830,-2.0427304447267707,0.5782012589312673,2.620931703658038,-0.3144506500211339,-2.998818871409142,-2.857980495425366,0.14083837598377613,17.38829714247737,71.0,0.002824858757062187
090840,5.917097942272202,11.49657861706634,5.579480674794139,-0.15490775947049631,-2.978959004851848,-2.8995195386226698,0.07943946622917819,20.323985485344167,71.0,0.001410437235542938
090850,8.797344120685946,18.775496855823057,9.978152735137112,-0.1408450704225272,-2.9712286642433976,-2.9403073018095967,0.030921362433800947,20.982011451874797,71.0,0.001410437235542938
090900,1.6925634458299523,12.516997903882038,10.824434458052085,-0.26764333004652213,-2.9747835738897006,-2.9890032124749126,-0.014219638585212024,15.844347154622099,70.9,0.001412429378531194
090910,9.457931651913638,25.01133193592254,15.553400284008903,-0.11739845034048882,-2.9862589449662167,-3.032160429272281,-0.04590148430606433,16.947313161875115,70.9,0.0
090920,0.747214004404082,16.674221290615026,15.927007286210944,-0.24890809186120885,-3.0048941928565087,-3.079435184417676,-0.07454099156116722,16.477306101101675,71.0,0.002824858757062187
090930,7.903871271689063,27.782814193744535,19.878942922055472,-0.10332519256061226,-3.0280050335847712,-3.120448396497821,-0.09244336291304966,16.42439361959515,71.1,0.002820874471085876
090940,-0.9047111952616333,18.521876129163022,19.426587324424656,-0.23485204321282258,-3.055411475905216,-3.165037245186994,-0.10962576928177814,14.137745777411624,71.1,0.00423728813559318
090950,-4.719113269988425,12.347917419442014,17.06703068943044,-0.2207920326960511,-3.0858207351300013,-3.2074577720291444,-0.12163703689914307,13.9613766626278,71.1,0.00423728813559318
091000,5.2210539490213925,24.898611612962526,19.677557663941133,-0.07986094799645722,-3.1172983614877765,-3.243208866918877,-0.12591050543110072,15.622077718859657,71.1,0.002820874471085876
091010,-2.0523221701996306,16.599074408641684,18.651396578841315,-0.2114164904862859,-3.1502938880901494,-3.282275994499642,-0.1319821064094926,14.329610165392609,71.1,0.00423728813559318
091020,-5.05689798205346,11.066049605761123,16.122947587814583,-0.20203918620498884,-3.1840419769615256,-3.319034332447032,-0.13499235548550637,13.791756001031771,71.1,0.00423728813559318
091030,-5.830387455982555,7.377366403840748,13.207753859823303,-0.1879699248120594,-3.217946559807096,-3.3535648911893787,-0.13561833138228252,13.791756001031771,71.1,0.00423728813559318
091040,-5.526339727064091,4.918244269227165,10.444583996291255,-0.17858821317794812,-3.251548553492219,-3.385956528232711,-0.13440797474049226,13.791756001031771,71.1,0.00423728813559318
