time,KD,K,D,Bias,MACD,DIF,OSC,MFI,highPrice,increasePercent
090540,-18.603089836368866,28.528757746066375,47.13184758243524,-0.2718734552644398,,,,14.955802342733918,80.8,0.0012391573729862988
090550,-18.74178383448288,19.019171830710917,37.7609556651938,-0.3708281829419001,,,,12.961297156998299,80.8,0.0024813895781638073
090600,-11.16544962981284,21.012781220474537,32.17823085028738,-0.22666391922517357,,,,12.888904085765148,80.8,0.0012391573729862988
090610,-6.557584468869173,22.341854146983614,28.899438615852787,-0.20610057708156906,,,,14.113054117827232,80.8,0.0012391573729862988
090620,-3.781023900797635,23.227902764656335,27.00892666545397,-0.18552875695728277,,,,16.55859218250835,80.8,0.0012391573729862988
090630,-2.1268832148994363,23.818601843104815,25.94548505800425,-0.16906519318787913,-5.615977095024311,-3.100637615630447,2.515339479393864,15.95664890269694,80.8,0.0012391573729862988
090640,0.6964626323403991,26.990179006514847,26.293716374174448,-0.1525961974676947,-5.06020064892267,-2.8370948645161036,2.2231057844065667,13.690991533867745,80.8,0.0012391573729862988
090650,1.8738982719647268,29.104563782121534,27.230665510156808,-0.14024088434247817,-4.575518380133022,-2.636789304974428,1.9387290751585935,13.690991533867745,80.8,0.0012391573729862988
090700,5.8926957852836,36.06970918808221,30.177013402798607,-0.12788251309761614,-4.158076951723256,-2.4883112380841936,1.6697657136390625,13.690991533867745,80.8,0.0012391573729862988
090710,7.024084037282698,40.71313945872265,33.68905542143995,-0.11964189941827197,-3.802887724247998,-2.382130814346965,1.420756909901033,13.690991533867745,80.9,0.0024783147459727737
090720,6.746469478473109,43.80875963914961,37.062290160676504,-0.11139992573335192,-3.5043701000058314,-2.3102996030371656,1.1940704969686657,13.690991533867745,80.9,0.0024783147459727737
090730,16.98458862139327,62.539173092766404,45.55458447137313,0.012377769525937759,-3.2553896775881883,-2.259467987917617,0.9959216896705714,14.338409504930567,80.9,0.0012376237623763432
090740,19.64768728253631,75.0261153951776,55.37842811264129,0.012377769525920169,-3.050783890632639,-2.2323607428104424,0.8184231478221968,11.296345978107482,80.9,0.0012376237623763432
090750,-3.5740118994596983,50.01741026345173,53.59142216291143,-0.10727842878363564,-2.8863545247156126,-2.2286370610475075,0.6577174636681051,10.876731673344821,80.9,0.0024783147459727737
090800,-13.497654658184622,33.344940175634484,46.842594833819106,-0.10315659170622173,-2.757295269421819,-2.2410582482466452,0.5162370211751739,7.383036868923654,80.9,0.0024783147459727737
090810,-16.4084231444863,22.229960117089654,38.63838326157595,-0.09903441445902239,-2.6585874538489875,-2.263756191557661,0.39483126229132637,6.425727093072922,80.9,0.0024783147459727737
090820,-15.878939900121901,14.819973411393102,30.698913311515003,-0.0949118969999428,-2.585719374758062,-2.2942470583943617,0.2914723163637003,6.425727093072922,80.9,0.0024783147459727737
090830,-13.879287358168623,9.879982274262067,23.75926963243069,-0.0907890392868636,-2.534674703372444,-2.3304960178299723,0.20417868554247187,6.425727093072922,80.9,0.0024783147459727737
090840,10.773812366940454,39.91998818284137,29.146175815900918,0.03301419610433002,-2.500562250816002,-2.364112440590233,0.13644981022576896,6.563298619443557,80.9,0.0012376237623763432
090850,20.533655315106664,59.94665878856091,39.413003473454246,0.03301419610431242,-2.480396214453835,-2.399732069005168,0.08066414544866696,10.013637594023379,80.9,0.0012376237623763432
090900,22.589846034835354,73.29777252570727,50.70792649087192,0.033014196104294825,-2.4720661804840587,-2.4387460446049545,0.03332013587910421,9.826444250251598,80.9,0.0012376237623763432
090910,20.993725684177505,82.19851501713818,61.20478933296067,0.03301419610427723,-2.4736479054500897,-2.479974805314214,-0.006326899864124158,9.826444250251598,80.9,0.0012376237623763432
090920,17.951702674532072,88.13234334475878,70.18064067022671,0.03714250340467808,-2.483412114979169,-2.5224689530954834,-0.03905683811631455,9.826444250251598,80.9,0.0012376237623763432
090930,14.605058817519435,92.08822889650585,77.48317007898642,0.16095084808712018,-2.4984775855795833,-2.5587394679812405,-0.060261882401657196,11.460064153134098,80.9,0.0
090940,11.494877234678327,94.7254859310039,83.23060869632558,0.1650846058604765,-2.5180646675189653,-2.596412995276495,-0.07834832775752965,10.99273266006891,80.9,0.0
090950,-2.275745383771664,79.81699062066808,82.09273600443974,0.04952947003462556,-2.542300454087031,-2.6392436003592934,-0.0969431462722623,10.560187590624011,80.9,0.0012376237623763432
091000,-19.25427261599623,53.211327080445386,72.46559969644161,-0.061919504643976914,-2.57186822334962,-2.690139300399977,-0.11827107705035722,10.112642183696877,80.8,0.0012391573729862988
091010,-13.549809984097251,52.14088472029573,65.69069470439298,0.06605019815056956,-2.604167257987892,-2.7333633965409803,-0.12919613855308842,10.052558402002091,80.8,0.0
091020,-9.50895881613134,51.427256480195965,60.936215296327305,0.07018123271268241,-2.638243007595681,-2.7745460060268385,-0.13630299843115745,9.866561343118207,80.8,0.0
091030,-17.767585095242218,34.284837653463974,52.05242274870619,-0.05366800148619479,-2.6742238105077956,-2.8181470221562535,-0.1439232116484579,9.753192338506196,80.8,0.0012391573729862988
091040,-8.35279843093204,39.52322510230813,47.87602353324017,0.06605019815056956,-2.7102184749359832,-2.8541971326487356,-0.14397865771275242,9.656295231024444,80.8,0.0
091050,-14.351471198912051,26.348816734872088,40.70028793378414,-0.06191950464395933,-2.7467486309410747,-2.8928692549614397,-0.14612062402036496,8.455720191752576,80.8,0.0012391573729862988
091100,-15.422940073690718,17.56587782324806,32.98881789693878,-0.06191950464394174,-2.7835862908175395,-2.930936930323398,-0.14735063950585836,6.165835072233804,80.8,0.0012391573729862988
