time,KD,K,D,Bias,MACD,DIF,OSC,MFI,highPrice,increasePercent
090540,-2.2951652634026942,21.901410674892077,24.19657593829477,-0.018063583815050976,,,,32.1866577618659,74.3,0.006775067750677507
090550,1.0103170818292462,25.712051561038635,24.70173447920939,-0.036120642947469354,,,,28.15385935213679,74.3,0.006775067750677507
090600,2.3671628928401915,28.252478818469672,25.88531592562948,-0.05417118093175278,,,,28.15385935213679,74.3,0.006775067750677507
090610,10.114594783715368,41.05720810120253,30.942613317487158,0.05415651232061502,,,,30.678218120745115,74.3,0.005412719891745486
090620,12.434053981469297,49.5936942896911,37.1596403082218,0.03158417181788519,,,,28.380759664432333,74.3,0.005412719891745486
090630,12.083363182530007,55.284685082016814,43.20132189948681,0.009022013713452638,-5.682352831441677,-3.309436952213261,2.372915879228416,30.961727582311283,74.3,0.005412719891745486
090640,17.992312103460712,70.18979005467787,52.19747795121716,-0.009020386072534926,-5.157276654924602,-3.056971948856301,2.100304706068301,24.585868347925114,74.3,0.005412719891745486
090650,18.61936583460094,80.12652670311857,61.50716086851763,-0.022547914317943528,-4.699084735772084,-2.8663170591620144,1.8327676766100698,24.585868347925114,74.3,0.005412719891745486
090700,16.82923795570761,86.75101780207905,69.92177984637144,0.09919740283162162,-4.303173955169912,-2.7195308327612224,1.5836431224086898,30.56552023078187,74.3,0.004054054054054015
090710,14.163710236676394,91.16734520138603,77.00363496470963,0.22542831379619996,-3.963840259637563,-2.606505477508165,1.357334782129398,31.422242938902514,74.3,0.0026990553306343165
090720,5.849730113031413,85.77823013425676,79.92850002122535,0.2163916689207227,-3.6762032135107505,-2.5256550290035022,1.1505481845072483,31.479613222542,74.3,0.0026990553306343165
090730,7.060213378852765,90.5188200895045,83.45860671065174,0.4732927653819879,-3.4337981460484546,-2.4641778761992725,0.969620269849182,32.56625862657499,74.3,0.0
090740,2.369293343789977,87.01254672633671,84.64325338254673,0.3290214990760244,-3.233434005695206,-2.431977444282211,0.8014565614129951,30.954390580583592,74.3,0.0013477088948786295
090750,-12.201037043326153,66.3416978175575,78.54273486088366,0.058592869698476435,-3.074058383183689,-2.4365558931376228,0.6375024900460664,25.889772796024033,74.2,0.002702702702702741
090800,-17.32106865500819,52.56113187837137,69.88220053337956,0.058592869698476435,-2.951000520058613,-2.4587690675583076,0.49223145250030553,25.671122036155055,74.0,0.0
090810,-23.227630631865765,35.04075458558091,58.26838521744668,-0.0766214449903168,-2.860163343754223,-2.4968146385366623,0.3633487052175606,24.165372644073116,74.0,0.0013531799729363234
090820,-23.27192144026182,23.36050305705394,46.63242449731576,-0.20283975659231893,-2.7979532515547643,-2.54911288275693,0.24884036879783444,23.167865744483976,73.9,0.001355013550135617
090830,-20.705837195075418,15.573668704702627,36.279505899778044,-0.3245875033811129,-2.7607691804185026,-2.6120328958734547,0.14873628454504795,21.512287524656017,73.8,0.0013568521031206828
090840,-17.264706731095306,10.382445803135084,27.64715253423039,-0.3111050994183549,-2.74379097178064,-2.6758781372291907,0.06791283455144947,20.789887266454727,73.7,0.0
090850,-10.642411491267902,11.683535297328538,22.32594678859644,-0.2976190476190269,-2.7429794725032277,-2.739733475393578,0.0032459971096496787,20.515516549060166,73.7,0.0
090900,-6.516678996759289,12.550928293457506,19.067607290216795,-0.28412934650247545,-2.7540625045029015,-2.798394632501598,-0.04433212799869635,21.608076247273146,73.7,0.0
090910,-7.133547840830083,8.36728552897167,15.500833369801754,-0.40146150029320254,-2.775505872864179,-2.8612793463092885,-0.08577347344510944,20.221682658745962,73.7,0.001358695652174029
090920,-6.615095344769314,5.5781903526477805,12.193285697417094,-0.5143475906875763,-2.8062123825515664,-2.929038421301115,-0.12282603874954878,18.741660468426744,73.6,0.0013605442176869975
090930,-5.649661419323492,3.7187935684318534,9.368454987755346,-0.49189945394647283,-2.843602830794784,-2.9931646237676546,-0.14956179297287076,15.304261733857075,73.5,0.0
090940,-4.592839516978295,2.4791957122879023,7.072035229266198,-0.4694411844361965,-2.885178858614953,-3.0514829698956305,-0.16630411128067735,9.864103031608948,73.5,0.0
090950,-3.6128253918272857,1.652797141525268,5.265622533352554,-0.5824190708384026,-2.9304065216763915,-3.1113171739221457,-0.1809106522457542,9.33765088393298,73.5,0.0013623978201634103
091000,-2.775838514890472,1.1018647610168453,3.8777032759073173,-0.5599710982659063,-2.977766880762439,-3.1672083171066276,-0.18944143634418875,7.583270401398664,73.4,0.0
091010,-2.0954178457085026,0.7345765073445635,2.829994353053066,-0.5420054200542082,-3.0256419897594506,-3.2171424257474968,-0.1915004359880461,3.6002048473874737,73.4,0.0
091020,-1.5601844543266825,0.4897176715630423,2.0499021258897248,-0.5240332490061487,-3.0728816502897596,-3.2618402924109944,-0.1889586421212348,3.6002048473874737,73.4,0.0
091030,-1.1489491187873533,0.32647844770869483,1.4754275664960481,-0.6371153585468523,-3.1200367366561528,-3.3086570821217265,-0.1886203454655737,3.5553150273882608,73.4,0.0013642564802183975
091040,-0.8385168453490566,0.2176522984724632,1.0561691438215197,-0.6146614842267397,-3.166459718231353,-3.3521516445321566,-0.18569192630080344,3.1019856171696887,73.3,0.0
091050,-0.6073784076710295,0.14510153231497547,0.7524799399860049,-0.5921974594277325,-3.2112311449891404,-3.390316852020291,-0.17908570703115068,3.0255177321908207,73.3,0.0
091100,-0.4371637234062363,0.0967343548766503,0.5338980782828866,-0.569723277265369,-3.2537592575604677,-3.4238717078457768,-0.17011245028530908,3.0255177321908207,73.3,0.0
091110,-0.3129390055767465,0.06448956991776686,0.3774285754945133,-0.54274084124835,-3.2936938207025523,-3.453432073270889,-0.15973825256833685,3.0255177321908207,73.3,0.0
091120,-0.22295701925511247,0.04299304661184457,0.265950065866957,-0.5157437567861343,-3.330860252949786,-3.479525981938721,-0.14866572898893526,3.0255177321908207,73.3,0.0
091130,-0.15819202319492928,0.028662031074563044,0.18685405426949234,-0.48873201194682014,-3.365209530200274,-3.5026066392022273,-0.13739710900195323,3.0255177321908207,73.3,0.0
091140,-0.11183068903541131,0.01910802071637536,0.13093870975178667,-0.46170559478548573,-3.39678031606576,-3.5230634595277053,-0.12628314346194536,3.0255177321908207,73.3,0.0
091150,-0.0788000195161354,0.012738680477583574,0.09153869999371897,-0.5659950192438562,-3.4270166948977434,-3.547962210225677,-0.12094551532793352,2.9197521162471247,73.3,0.0013661202185791573
091200,-0.055364164227997725,0.008492453651722381,0.0638566178797201,-0.5299633102323501,-3.455486344335462,-3.569364942086338,-0.11387859775087605,2.724807586008467,73.3,0.0013661202185791573
091210,-0.03879665474127012,0.005661635767814921,0.04445829050908504,-0.48939641109296533,-3.4823947378317257,-3.5900283118167806,-0.10763357398505491,2.6819718421889718,73.2,0.0
091220,-0.02712257777591673,0.003774423845209947,0.030897001621126675,-0.4487964096287014,-3.507445014959302,-3.607646123469607,-0.10020110851030495,2.440143472931453,73.2,0.0
091230,-0.018920479371768918,0.002516282563473298,0.021436761935242216,-0.5306844468635197,-3.531837574081413,-3.629407810569859,-0.09757023648844587,2.310808358872194,73.2,0.001367989056087668
091240,-0.013172826817506677,0.0016775217089821984,0.014850348526488876,-0.6126616746085811,-3.5567600730658784,-3.656450069003739,-0.09968999593786076,2.2195394049664117,73.1,0.0013698630136985523
