time,KD,K,D,Bias,MACD,DIF,OSC,MFI
090540,-2.34786496611547,16.23406983429556,18.58193480041103,-0.4598724224892483,,,,3.549431217076588
090550,2.2345930223755097,21.933824333974293,19.699231311598783,-0.4254056193114293,,,,3.4201129753809454
090600,4.022952903663111,25.733660667093446,21.710707763430335,-0.3958436417615029,,,,3.3036682557200407
090610,8.074488454198296,33.822440444727775,25.74795199052948,-0.3711952487007956,,,,1.9567037171855333
090620,8.978005537303012,39.214960296483994,30.236954759180982,-0.3416010693598542,,,,1.9567037171855333
090630,8.382012514538111,42.809973530988145,34.427961016450034,-0.3119893032238592,-5.749347324600924,-3.6312287379539896,2.1181185866469345,1.9567037171855333
090640,7.18579200280503,45.20664902065758,38.02085701785255,-0.28729938577369807,-5.28057751938371,-3.405498298514857,1.8750792208688534,1.9567037171855333
090650,5.8557171083897686,46.8044326804372,40.94871557204743,-0.2625972352969836,-4.871523517600868,-3.2353075104694966,1.6362160071313712,1.9567037171855333
090700,4.6139374766063455,47.86962178695695,43.2556843103506,-0.24282670102576723,-4.519332852175475,-3.110570190473908,1.4087626617015676,1.9567037171855333
090710,14.660486809524905,65.24641452463796,50.58592771511305,-0.0743494423791357,-4.21869334187232,-3.0161353006596983,1.2025580412126216,7.023432601509512
090720,6.3855657564296,60.16427634975744,53.778710593327844,-0.19831432821015973,-3.9660454373311547,-2.955453819166493,1.0105916181646615,9.459554087374727
090730,13.109426871006967,73.44285089983829,60.333424028831324,-0.0347101700797807,-3.755874521327639,-2.9151908573135756,0.8406836640140636,12.314712734980745
090740,7.2337991955224155,71.18412282211494,63.95032362659253,-0.019837333862289724,-3.5829713331283255,-2.8913585803310724,0.6916127527972531,13.338419764777612
090750,11.226061058767186,80.78941521474329,69.5633541559761,0.13887511159609356,-3.4425061408979145,-2.8806453719762715,0.561860768921643,13.705372377212626
090800,11.753059547012953,87.19294347649551,75.43988392948256,0.1438420713258443,-3.330963779828414,-2.88479433555041,0.446169444278004,13.576781624849644
090810,10.681385592120748,91.46196231766368,80.78057672554293,0.15377746912050028,-3.244879057719642,-2.900540169284554,0.3443388884350882,13.576781624849644
090820,9.018265435266358,94.30797487844245,85.2897094431761,0.15874590733210145,-3.180941732226215,-2.9251924302525083,0.2557493019737067,13.576781624849644
090830,7.277071428301483,96.2053165856283,88.92824515732681,0.1637148385176569,-3.1356130125979567,-2.9542981340849224,0.1813148785130343,15.70712501544449
090840,5.694643933172472,97.47021105708552,91.77556712391305,0.1637148385176569,-3.1066975519028053,-2.991035709122201,0.11566184278060421,15.510687574418057
090850,4.358604609429321,98.31347403805701,93.95486942862769,0.1637148385176569,-3.0911299641437013,-3.0288596131072865,0.06227035103641487,16.38159429597495
090900,-7.830591157727241,82.20898269203681,90.03957384976405,0.1637148385176569,-3.086322132092537,-3.0670908038878792,0.01923132820465767,16.926019950284896
090910,-12.377945814493799,71.47265512802335,83.85060094251715,0.1637148385176357,-3.0905449490100865,-3.1074362166802842,-0.016891267670197774,16.61413792886019
090920,-1.9125539047788322,80.9817700853489,82.89432399012773,0.3025943747209892,-3.1013341821978107,-3.144491114948707,-0.04315693275089627,17.131790746444565
090930,2.95123737784769,87.32118005689927,84.36994267905158,0.29264421407669144,-3.1176688074067194,-3.1830073082423525,-0.06533850083563308,16.06154605521688
090940,4.785007128143079,91.54745337126617,86.7624462431231,0.282696027376875,-3.1385809378899894,-3.222229459823069,-0.08364852193307959,16.06154605521688
