time,KD,K,D,Bias,MACD,DIF,OSC,MFI
090540,-13.908106611803994,33.89892944197695,47.80703605378094,-0.12988887285323047,,,,30.716007488133613
090550,-5.694055394976111,39.26595296131678,44.96000835629289,0.014432096983678602,,,,30.716007488133613
090600,-12.52180425472114,26.177301974211183,38.69910622893232,-0.12988887285321002,,,,30.260573699801682
090610,-3.053936608528474,34.118201316139604,37.17213792466808,0.009620935154888304,,,,30.30361153002694
090620,1.4933308573936515,39.41213421075855,37.9188033533649,0.00481023618259219,,,,20.092511495511275
090630,-7.762698141906128,26.2747561405057,34.03745428241183,-0.13469309216853884,-5.722920448588793,-3.498683945437705,2.2242365031510882,19.7062150448851
090640,-11.01396679249424,17.516504093670466,28.530470886164707,-0.13469309216855932,-5.231660660777128,-3.2666215095304665,1.9650391512466614,18.129143448255036
090650,-11.235200993589597,11.67766939578031,22.912870389369907,-0.13949684929529657,-4.803719123455079,-3.0919529741668867,1.7117661492881924,18.129143448255036
090700,1.0259394718771908,24.451779597185688,23.425840125308497,0.0,-4.434926201790232,-2.9597545151308395,1.475171686659392,19.08137525980156
090710,17.472453070765752,49.63451973145712,32.162066660691366,-0.004809773459665675,-4.121300657247865,-2.8667984790783976,1.2545021781694672,17.633620492714115
090720,22.840630995742252,66.42301315430474,43.58238215856249,-0.009619084263169398,-3.858169977631235,-2.805647259164715,1.0525227184665198,17.633620492714115
090730,22.688639962871555,77.61534210286982,54.92670213999826,-0.009619084263169398,-3.640558226603514,-2.7701112224926305,0.8704470041108836,17.633620492714115
090740,-2.1220938253900314,51.74356140191321,53.86565522730324,-0.14910297724973848,-3.4643538233119564,-2.7595362101457255,0.7048176131662309,16.202405643003218
090750,-1.8021873062399436,51.16237426794332,52.964561574183264,-0.1394968492952761,-3.3252157860143314,-2.768663636823831,0.5565521491905003,14.988515414791067
090800,-12.570874708147365,34.108249511962214,46.67912422010958,-0.4137400173193425,-3.2201485824714773,-2.799879768300059,0.42026881417141837,9.16572933213125
