time,KD,K,D,Bias,MACD,DIF,OSC,MFI
090540,14.133515951752308,63.80192988052639,49.66841392877408,-0.02403268445084838,,,,61.672779962970466
090550,6.355248438829797,59.20128658701877,52.846038148188974,-0.03204101249599988,,,,57.80864888266453
090600,2.192101939883159,56.1341910580137,53.94208911813054,-0.04004805766920077,,,,55.00974715780125
090610,0.09824772480874344,54.08946070534365,53.991212980534904,-0.0440510992751362,,,,55.00974715780125
090620,-11.954381673537199,36.0596404702291,48.0140221437663,-0.16019223067680308,,,,51.778216614910356
090630,-15.98284122018682,24.039760313486063,40.02260153367288,-0.15619368016338014,-5.550117340574168,-2.950924586480511,2.5991927540936572,46.79272534319495
090640,-15.997396438677,16.026506875657375,32.023903314334376,-0.14819561821602997,-4.977548693523971,-2.6872741053231834,2.2902745882007878,43.58814799463999
090650,-14.226376931486303,10.684337917104916,24.91071484859122,-0.14019627478469063,-4.479511802462192,-2.487364238215079,1.9921475642471131,43.58814799463999
090700,-11.858548602569739,7.12289194473661,18.98144054730635,-0.13219564956135013,-4.05109507877347,-2.3374281840185773,1.7136668947548923,44.793501717337065
090710,-9.48856394498796,4.748594629824407,14.237158574812367,-0.12419374223789771,-3.687441757124496,-2.2328284705286023,1.4546132865958938,32.87175343832449
090720,-7.380952547730731,3.165729753216271,10.546682300947001,-0.11619055250610684,-3.3824953848724135,-2.162709895864083,1.2197854890083306,30.95683632232941
090730,-5.624130532535213,2.1104865021441803,7.734617034679394,-0.10818608005770335,-3.130077414004322,-2.1204055305319542,1.0096718834723677,30.95683632232941
090740,-4.21841735549996,1.4069910014294535,5.625408356929413,-0.10018032458424597,-2.924136936338996,-2.1003750256776925,0.8237619106613034,30.95683632232941
090750,-3.124942903984296,0.937994000952969,4.062936904937265,-0.09217328577726284,-2.7589143128659823,-2.098023818973928,0.6608904938920541,30.95683632232941
090800,-2.291738380645746,0.625329333968646,2.917067714614392,-0.08416496332811493,-2.6290415920164514,-2.109550708618329,0.5194908833981224,30.95683632232941
090810,-1.6667876613124184,0.41688622264576397,2.0836738839581823,-0.07615535692811541,-2.529597151634464,-2.1318193901065143,0.39777776152794964,30.95683632232941
090820,-1.2038331570184486,0.2779241484305093,1.481757305448958,-0.07215007215005781,-2.4561277675530517,-2.1622502312274037,0.29387753632564806,30.95683632232941
090830,-0.8643163598857455,0.18528276562033952,1.049599125506085,-0.06814446626844435,-2.404648041352285,-2.1987291365492183,0.20591890480306674,30.95683632232941
090840,-0.617384854506128,0.12352184374689301,0.740906698253021,-0.06413853924472748,-2.371624601019545,-2.239530839688584,0.13209376133096118,30.95683632232941
090850,-0.43903920161450594,0.08234789583126201,0.5213870974457679,-0.06013229104023398,-2.3539505555278204,-2.283254373560922,0.07069618196689831,30.95683632232941
090900,-0.31099233348328437,0.05489859722084134,0.3658909307041257,-0.05612572161636977,-2.3489142078553895,-2.328768817165667,0.020145390689722653,30.95683632232941
090910,-0.21952791059348767,0.03659906481389422,0.2561269754073819,-0.052118830934483364,-2.35416490869594,-2.3751677120581434,-0.02100280336220317,30.95683632232941
090920,-0.1544850659098571,0.02439937654259615,0.17888444245245327,-0.04811161895593413,-2.367678085113003,-2.421730790781254,-0.05405270566825093,30.95683632232941
090930,-0.10841212761603722,0.016266251028397433,0.12467837864443465,-0.04410408564205821,-2.387720842127192,-2.467891870183948,-0.08017102805675602,30.95683632232941
090940,-0.0758894741947798,0.010844167352264955,0.08673364154704476,-0.040096230954236756,-2.4128190618351884,-2.5132119406671762,-0.10039287883198789,30.95683632232941
090950,22.169219424458532,33.34056277823484,11.17134335377631,0.08019246190864446,-2.440380422219725,-2.5506258637578725,-0.1102454415381473,32.68555943608014
091000,29.592687887809056,55.56037518548989,25.967687297680833,0.0761797842909941,-2.4699266496960517,-2.5881115596013586,-0.11818490990530695,27.69929030331579
091010,29.603930772874953,70.37358345699326,40.769652684118306,0.0761797842909941,-2.5009865798051543,-2.6252263002415646,-0.1242397204364103,27.69929030331579
091020,4.097379747029244,46.91572230466217,42.818342557632924,-0.03608805485377639,-2.5340121890327425,-2.666114625943095,-0.1321024369103525,27.286681750030823
091030,-7.694129569683206,31.277148203108112,38.97127777279132,-0.028070738260356547,-2.568216128989902,-2.7050318888185387,-0.1368157598286368,26.05611901935488
